"data","ntree","mtry","nodesize","nodedepth","nsplit","splitrule","cindex","brier","auc"
"FD003",100,1,5,5,15,"logrank",0.826818299293518,0.111969260234569,NA
"FD003",300,1,5,5,15,"logrank",0.818986070156097,0.111146785715532,NA
"FD003",500,1,5,5,15,"logrank",0.850606036186218,0.106194726168981,NA
"FD003",700,1,5,5,15,"logrank",0.831221652030945,0.107724505773876,NA
"FD003",900,1,5,5,15,"logrank",0.826714336872101,0.108366326895364,NA
"FD003",1100,1,5,5,15,"logrank",0.840843188762665,0.103440382276438,NA
"FD003",1300,1,5,5,15,"logrank",0.837998175621033,0.111402406297691,NA
"FD003",1500,1,5,5,15,"logrank",0.839599430561066,0.107657347918464,NA
"FD003",1700,1,5,5,15,"logrank",0.850548303127289,0.10694565845287,NA
"FD003",1900,1,5,5,15,"logrank",0.841860282421112,0.107744198856432,NA
"FD003",100,2,5,5,15,"logrank",0.828039765357971,0.107450849051707,NA
"FD003",300,2,5,5,15,"logrank",0.823013997077942,0.11543088508121,NA
"FD003",500,2,5,5,15,"logrank",0.825589764118195,0.0993284420481228,NA
"FD003",700,2,5,5,15,"logrank",0.832927417755127,0.103809076603729,NA
"FD003",900,2,5,5,15,"logrank",0.823363101482391,0.10452476801951,NA
"FD003",1100,2,5,5,15,"logrank",0.815313637256622,0.106523144639961,NA
"FD003",1300,2,5,5,15,"logrank",0.820161414146423,0.108756469006432,NA
"FD003",1500,2,5,5,15,"logrank",0.833008885383606,0.0977155326849722,NA
"FD003",1700,2,5,5,15,"logrank",0.824083566665649,0.105234365286915,NA
"FD003",1900,2,5,5,15,"logrank",0.842720127105713,0.103611944527542,NA
"FD003",100,3,5,5,15,"logrank",0.82158203125,0.103484596130611,NA
"FD003",300,3,5,5,15,"logrank",0.82400267124176,0.108474187354591,NA
"FD003",500,3,5,5,15,"logrank",0.835931468009949,0.100900202379991,NA
"FD003",700,3,5,5,15,"logrank",0.814788365364075,0.10435379167003,NA
"FD003",900,3,5,5,15,"logrank",0.835200095176697,0.107107172313606,NA
"FD003",1100,3,5,5,15,"logrank",0.840719628334045,0.100528285177462,NA
"FD003",1300,3,5,5,15,"logrank",0.833664655685425,0.103117657071905,NA
"FD003",1500,3,5,5,15,"logrank",0.842279148101807,0.108156236111538,NA
"FD003",1700,3,5,5,15,"logrank",0.825041007995605,0.10618951511409,NA
"FD003",1900,3,5,5,15,"logrank",0.825366592407227,0.103645533336588,NA
"FD003",100,4,5,5,15,"logrank",0.824568116664886,0.102707398625758,NA
"FD003",300,4,5,5,15,"logrank",0.821584594249725,0.113449059301182,NA
"FD003",500,4,5,5,15,"logrank",0.809328353404999,0.108146352404014,NA
"FD003",700,4,5,5,15,"logrank",0.816821384429932,0.105541797200991,NA
"FD003",900,4,5,5,15,"logrank",0.813996827602386,0.111868255807868,NA
"FD003",1100,4,5,5,15,"logrank",0.827393651008606,0.106699364680891,NA
"FD003",1300,4,5,5,15,"logrank",0.839334869384766,0.10700208193911,NA
"FD003",1500,4,5,5,15,"logrank",0.823414075374603,0.104687191273249,NA
"FD003",1700,4,5,5,15,"logrank",0.819677710533142,0.105043214378855,NA
"FD003",1900,4,5,5,15,"logrank",0.810326206684113,0.107556306189174,NA
"FD003",100,5,5,5,15,"logrank",0.819479155540466,0.107498335115058,NA
"FD003",300,5,5,5,15,"logrank",0.815307974815369,0.109480252644381,NA
"FD003",500,5,5,5,15,"logrank",0.821247184276581,0.100760734896511,NA
"FD003",700,5,5,5,15,"logrank",0.84340512752533,0.0999918776425426,NA
"FD003",900,5,5,5,15,"logrank",0.841437065601349,0.102252131373624,NA
"FD003",1100,5,5,5,15,"logrank",0.822020471096039,0.101594916301289,NA
"FD003",1300,5,5,5,15,"logrank",0.849935257434845,0.100934236019303,NA
"FD003",1500,5,5,5,15,"logrank",0.819479846954346,0.107709558854573,NA
"FD003",1700,5,5,5,15,"logrank",0.846820950508118,0.104262582791342,NA
"FD003",1900,5,5,5,15,"logrank",0.817530059814453,0.101878240923493,NA
"FD003",100,6,5,5,15,"logrank",0.830322778224945,0.106803524124514,NA
"FD003",300,6,5,5,15,"logrank",0.817606151103973,0.108224367739641,NA
"FD003",500,6,5,5,15,"logrank",0.832254266738892,0.106625197154391,NA
"FD003",700,6,5,5,15,"logrank",0.838321030139923,0.101011395350297,NA
"FD003",900,6,5,5,15,"logrank",0.80605605840683,0.109453354388004,NA
"FD003",1100,6,5,5,15,"logrank",0.823875308036804,0.103894923419663,NA
"FD003",1300,6,5,5,15,"logrank",0.804649984836578,0.10950783809058,NA
"FD003",1500,6,5,5,15,"logrank",0.828773438930511,0.104594325381757,NA
"FD003",1700,6,5,5,15,"logrank",0.831436324119568,0.104433626817012,NA
"FD003",1900,6,5,5,15,"logrank",0.813945412635803,0.109161578040456,NA
"FD003",100,7,5,5,15,"logrank",0.825371181964874,0.111776683042597,NA
"FD003",300,7,5,5,15,"logrank",0.829987967014313,0.102803159575119,NA
"FD003",500,7,5,5,15,"logrank",0.81267181634903,0.1093545303107,NA
