"data","ntree","mtry","nodesize","nodedepth","nsplit","splitrule","cindex","brier","auc"
"FD003",100,1,5,55,12,"logrank",0.849697864055634,0.111411311667746,NA
"FD003",300,1,5,55,12,"logrank",0.842632627487183,0.105471161031904,NA
"FD003",500,1,5,55,12,"logrank",0.817090153694153,0.114254700486214,NA
"FD003",700,1,5,55,12,"logrank",0.832935917377472,0.102713202288758,NA
"FD003",900,1,5,55,12,"logrank",0.831444847583771,0.101721055846262,NA
"FD003",1100,1,5,55,12,"logrank",0.829485499858856,0.107323356793776,NA
"FD003",1300,1,5,55,12,"logrank",0.848679172992706,0.10391709004403,NA
"FD003",1500,1,5,55,12,"logrank",0.826940703392029,0.104744324811449,NA
"FD003",1700,1,5,55,12,"logrank",0.832969176769257,0.104747695149332,NA
"FD003",1900,1,5,55,12,"logrank",0.847805964946747,0.110746569701557,NA
"FD003",100,2,5,55,12,"logrank",0.828214716911316,0.103749672794036,NA
"FD003",300,2,5,55,12,"logrank",0.837824165821075,0.100012757249645,NA
"FD003",500,2,5,55,12,"logrank",0.838080894947052,0.107593264461862,NA
"FD003",700,2,5,55,12,"logrank",0.836088287830353,0.101362475266665,NA
"FD003",900,2,5,55,12,"logrank",0.826955807209015,0.112205436240784,NA
"FD003",1100,2,5,55,12,"logrank",0.8057244181633,0.104295656503704,NA
"FD003",1300,2,5,55,12,"logrank",0.834800338745117,0.102303964580688,NA
"FD003",1500,2,5,55,12,"logrank",0.817741334438324,0.108355627948795,NA
"FD003",1700,2,5,55,12,"logrank",0.824121844768524,0.10495660489474,NA
"FD003",1900,2,5,55,12,"logrank",0.822699403762817,0.101541335043347,NA
"FD003",100,3,5,55,12,"logrank",0.826043343544006,0.106130917783774,NA
"FD003",300,3,5,55,12,"logrank",0.82657231092453,0.109878376693957,NA
"FD003",500,3,5,55,12,"logrank",0.835127949714661,0.105906286941995,NA
"FD003",700,3,5,55,12,"logrank",0.843409514427185,0.107891546479507,NA
"FD003",900,3,5,55,12,"logrank",0.815826332569122,0.103347383289686,NA
"FD003",1100,3,5,55,12,"logrank",0.836801207065582,0.103071667876336,NA
"FD003",1300,3,5,55,12,"logrank",0.82346578836441,0.101459353861976,NA
"FD003",1500,3,5,55,12,"logrank",0.822305393218994,0.105035826098711,NA
"FD003",1700,3,5,55,12,"logrank",0.832386791706085,0.101351086454576,NA
"FD003",1900,3,5,55,12,"logrank",0.830712676048279,0.10324385115913,NA
"FD003",100,4,5,55,12,"logrank",0.825871646404266,0.104990172303792,NA
"FD003",300,4,5,55,12,"logrank",0.836991369724274,0.106867358650235,NA
"FD003",500,4,5,55,12,"logrank",0.820028185844421,0.112539026695953,NA
"FD003",700,4,5,55,12,"logrank",0.827283620834351,0.109892921693297,NA
"FD003",900,4,5,55,12,"logrank",0.820835709571838,0.109407564018065,NA
"FD003",1100,4,5,55,12,"logrank",0.811106824874878,0.107461393497444,NA
"FD003",1300,4,5,55,12,"logrank",0.819123804569244,0.104087511495402,NA
"FD003",1500,4,5,55,12,"logrank",0.838654136657715,0.101730920781328,NA
"FD003",1700,4,5,55,12,"logrank",0.831940793991089,0.102978904724241,NA
"FD003",1900,4,5,55,12,"logrank",0.845551645755768,0.0981947442620586,NA
"FD003",100,5,5,55,12,"logrank",0.806103956699371,0.108880514429387,NA
"FD003",300,5,5,55,12,"logrank",0.803888583183289,0.113378388661003,NA
"FD003",500,5,5,55,12,"logrank",0.809436011314392,0.104730715404627,NA
"FD003",700,5,5,55,12,"logrank",0.850404787063599,0.0998445524524613,NA
"FD003",900,5,5,55,12,"logrank",0.8217569231987,0.110252009204268,NA
"FD003",1100,5,5,55,12,"logrank",0.827589452266693,0.103231783693404,NA
"FD003",1300,5,5,55,12,"logrank",0.829656744003296,0.102766804169114,NA
"FD003",1500,5,5,55,12,"logrank",0.832069647312164,0.105884907197503,NA
"FD003",1700,5,5,55,12,"logrank",0.816976130008698,0.103418165996521,NA
"FD003",1900,5,5,55,12,"logrank",0.824710869789124,0.103925247998112,NA
"FD003",100,6,5,55,12,"logrank",0.824250423908234,0.10649523140132,NA
"FD003",300,6,5,55,12,"logrank",0.83429000377655,0.104074974207288,NA
"FD003",500,6,5,55,12,"logrank",0.845856404304504,0.103985161405006,NA
"FD003",700,6,5,55,12,"logrank",0.846544635295868,0.103322728223594,NA
"FD003",900,6,5,55,12,"logrank",0.82907041311264,0.0995044661649842,NA
"FD003",1100,6,5,55,12,"logrank",0.83306086063385,0.106982483199557,NA
"FD003",1300,6,5,55,12,"logrank",0.833702194690704,0.104123975988296,NA
"FD003",1500,6,5,55,12,"logrank",0.820381033420563,0.104697193936181,NA
"FD003",1700,6,5,55,12,"logrank",0.8241814494133,0.113246772717885,NA
"FD003",1900,6,5,55,12,"logrank",0.817902886867523,0.105888987135265,NA
"FD003",100,7,5,55,12,"logrank",0.821354293823242,0.104965568818761,NA
"FD003",300,7,5,55,12,"logrank",0.821745979785919,0.10394894834329,NA
"FD003",500,7,5,55,12,"logrank",0.826627373695374,0.112108498914479,NA
"FD003",700,7,5,55,12,"logrank",0.834658539295197,0.107973535072089,NA
"FD003",900,7,5,55,12,"logrank",0.834019732475281,0.103095639461743,NA
"FD003",1100,7,5,55,12,"logrank",0.800581550598145,0.111538995941181,NA
"FD003",1300,7,5,55,12,"logrank",0.83345662355423,0.104207357405875,NA
"FD003",1500,7,5,55,12,"logrank",0.813935005664825,0.104592110990081,NA
"FD003",1700,7,5,55,12,"logrank",0.813794529438019,0.111443250701337,NA
"FD003",1900,7,5,55,12,"logrank",0.83077871799469,0.102319439062859,NA
"FD003",100,8,5,55,12,"logrank",0.80746134519577,0.107583478753906,NA
"FD003",300,8,5,55,12,"logrank",0.843443334102631,0.100736825420745,NA
"FD003",500,8,5,55,12,"logrank",0.843835520744324,0.10700788704267,NA
"FD003",700,8,5,55,12,"logrank",0.831313264369965,0.107001015248537,NA
"FD003",900,8,5,55,12,"logrank",0.832785975933075,0.104209190792034,NA
"FD003",1100,8,5,55,12,"logrank",0.830548131465912,0.107662414857015,NA
"FD003",1300,8,5,55,12,"logrank",0.835288560390472,0.109606711643825,NA
"FD003",1500,8,5,55,12,"logrank",0.81254289150238,0.102706339266985,NA
"FD003",1700,8,5,55,12,"logrank",0.850887012481689,0.105748588335864,NA
"FD003",1900,8,5,55,12,"logrank",0.812766921520233,0.109190866190701,NA
"FD003",100,9,5,55,12,"logrank",0.850717508792877,0.109455359248869,NA
"FD003",300,9,5,55,12,"logrank",0.812090873718262,0.112376409013506,NA
"FD003",500,9,5,55,12,"logrank",0.822887575626373,0.110283061853824,NA
"FD003",700,9,5,55,12,"logrank",0.80996732711792,0.110302256467378,NA
"FD003",900,9,5,55,12,"logrank",0.814191222190857,0.104281326211303,NA
"FD003",1100,9,5,55,12,"logrank",0.842880582809448,0.100807631306272,NA
"FD003",1300,9,5,55,12,"logrank",0.834726631641388,0.109245789551171,NA
"FD003",1500,9,5,55,12,"logrank",0.807092559337616,0.106742166995746,NA
"FD003",1700,9,5,55,12,"logrank",0.835528075695038,0.10875551749053,NA
"FD003",1900,9,5,55,12,"logrank",0.812879908084869,0.108598767536638,NA
"FD003",100,10,5,55,12,"logrank",0.825903582572937,0.110079377004924,NA
"FD003",300,10,5,55,12,"logrank",0.820283305644989,0.107994243178216,NA
"FD003",500,10,5,55,12,"logrank",0.812669360637665,0.106590984344077,NA
"FD003",700,10,5,55,12,"logrank",0.812666094303131,0.104623888125283,NA
"FD003",900,10,5,55,12,"logrank",0.803497326374054,0.11706350277259,NA
"FD003",1100,10,5,55,12,"logrank",0.823065662384033,0.108400422315914,NA
"FD003",1300,10,5,55,12,"logrank",0.82100270986557,0.11013490929408,NA
"FD003",1500,10,5,55,12,"logrank",0.824400746822357,0.105722805664029,NA
"FD003",1700,10,5,55,12,"logrank",0.804336762428284,0.1014270317726,NA
"FD003",1900,10,5,55,12,"logrank",0.824446189403534,0.103941099131851,NA
"FD003",100,1,15,55,12,"logrank",0.812857496738434,0.120104912567257,NA
"FD003",300,1,15,55,12,"logrank",0.825025618076324,0.120751657474074,NA
"FD003",500,1,15,55,12,"logrank",0.841895186901093,0.118378500183803,NA
"FD003",700,1,15,55,12,"logrank",0.804732823371887,0.123736743298777,NA
"FD003",900,1,15,55,12,"logrank",0.817651093006134,0.123729256771625,NA
"FD003",1100,1,15,55,12,"logrank",0.830106496810913,0.119161622798261,NA
"FD003",1300,1,15,55,12,"logrank",0.8401158452034,0.12326626042424,NA
"FD003",1500,1,15,55,12,"logrank",0.836193156242371,0.12087811393485,NA
"FD003",1700,1,15,55,12,"logrank",0.841278171539307,0.127819717073178,NA
"FD003",1900,1,15,55,12,"logrank",0.844525754451752,0.112879180635966,NA
"FD003",100,2,15,55,12,"logrank",0.838860929012299,0.110603676252532,NA
"FD003",300,2,15,55,12,"logrank",0.83636360168457,0.113830947083361,NA
"FD003",500,2,15,55,12,"logrank",0.837359440326691,0.105828771256145,NA
"FD003",700,2,15,55,12,"logrank",0.811668848991394,0.112204580594045,NA
"FD003",900,2,15,55,12,"logrank",0.8117152094841,0.112486255438169,NA
"FD003",1100,2,15,55,12,"logrank",0.830862426757813,0.11419057189226,NA
"FD003",1300,2,15,55,12,"logrank",0.806516301631927,0.117464940002459,NA
"FD003",1500,2,15,55,12,"logrank",0.805799770355225,0.118270930302061,NA
"FD003",1700,2,15,55,12,"logrank",0.827691388130188,0.114263597656662,NA
"FD003",1900,2,15,55,12,"logrank",0.830169594287872,0.109541342880007,NA
"FD003",100,3,15,55,12,"logrank",0.818654572963715,0.113346908230056,NA
"FD003",300,3,15,55,12,"logrank",0.827324771881104,0.115657271811005,NA
"FD003",500,3,15,55,12,"logrank",0.83341588973999,0.115799239263232,NA
"FD003",700,3,15,55,12,"logrank",0.815877425670624,0.109647816476583,NA
"FD003",900,3,15,55,12,"logrank",0.832838070392609,0.116555237177989,NA
"FD003",1100,3,15,55,12,"logrank",0.827779102325439,0.115539518019933,NA
"FD003",1300,3,15,55,12,"logrank",0.833300995826721,0.112849831122848,NA
"FD003",1500,3,15,55,12,"logrank",0.822199010848999,0.110924900316146,NA
"FD003",1700,3,15,55,12,"logrank",0.796538805961609,0.118898569670675,NA
"FD003",1900,3,15,55,12,"logrank",0.814100003242493,0.114482234627427,NA
"FD003",100,4,15,55,12,"logrank",0.81952006816864,0.109077341836473,NA
"FD003",300,4,15,55,12,"logrank",0.837239408493042,0.105165992342581,NA
"FD003",500,4,15,55,12,"logrank",0.820307648181915,0.114812151263127,NA
"FD003",700,4,15,55,12,"logrank",0.823600816726685,0.110860942322662,NA
"FD003",900,4,15,55,12,"logrank",0.823572242259979,0.112125714741615,NA
"FD003",1100,4,15,55,12,"logrank",0.813626074790955,0.11629849801731,NA
"FD003",1300,4,15,55,12,"logrank",0.826180899143219,0.114052772184264,NA
"FD003",1500,4,15,55,12,"logrank",0.83311630487442,0.111404614530504,NA
"FD003",1700,4,15,55,12,"logrank",0.803414511680603,0.115089774111931,NA
"FD003",1900,4,15,55,12,"logrank",0.812439382076263,0.114552340787659,NA
"FD003",100,5,15,55,12,"logrank",0.803680276870728,0.114119364197898,NA
"FD003",300,5,15,55,12,"logrank",0.795293641090393,0.111159767255443,NA
"FD003",500,5,15,55,12,"logrank",0.812266898155212,0.109935120686773,NA
"FD003",700,5,15,55,12,"logrank",0.814772248268127,0.109467534840791,NA
"FD003",900,5,15,55,12,"logrank",0.824834990501404,0.112258081015748,NA
"FD003",1100,5,15,55,12,"logrank",0.795793259143829,0.119413056754799,NA
"FD003",1300,5,15,55,12,"logrank",0.817763090133667,0.120190184250673,NA
"FD003",1500,5,15,55,12,"logrank",0.817296838760376,0.112188296698045,NA
"FD003",1700,5,15,55,12,"logrank",0.810403776168823,0.123497252978887,NA
"FD003",1900,5,15,55,12,"logrank",0.799393677711487,0.121194832791907,NA
"FD003",100,6,15,55,12,"logrank",0.848476672172546,0.110169643048387,NA
"FD003",300,6,15,55,12,"logrank",0.818823313713074,0.112858012067302,NA
