"data","ntree","mtry","nodesize","nodedepth","nsplit","splitrule","cindex","brier","auc"
"FD002",100,1,5,55,10,"bs.gradient",0.601654100418091,0.157144694365167,NA
"FD002",300,1,5,55,10,"bs.gradient",0.611153519153595,0.160289148030617,NA
"FD002",500,1,5,55,10,"bs.gradient",0.648454999923706,0.151884839161743,NA
"FD002",700,1,5,55,10,"bs.gradient",0.636380887031555,0.154419725836222,NA
"FD002",900,1,5,55,10,"bs.gradient",0.601234316825867,0.162400743987082,NA
"FD002",1100,1,5,55,10,"bs.gradient",0.665610134601593,0.152336388637524,NA
"FD002",1300,1,5,55,10,"bs.gradient",0.598625826835632,0.165329935027695,NA
"FD002",1500,1,5,55,10,"bs.gradient",0.651532852649689,0.15917554011801,NA
"FD002",1700,1,5,55,10,"bs.gradient",0.633259093761444,0.159839637598033,NA
"FD002",1900,1,5,55,10,"bs.gradient",0.632050609588623,0.159986961476141,NA
"FD002",100,2,5,55,10,"bs.gradient",0.635088157653809,0.154183418602437,NA
"FD002",300,2,5,55,10,"bs.gradient",0.658746945858002,0.148453497450206,NA
"FD002",500,2,5,55,10,"bs.gradient",0.673648774623871,0.144640315586162,NA
"FD002",700,2,5,55,10,"bs.gradient",0.665147626399994,0.148856990047152,NA
"FD002",900,2,5,55,10,"bs.gradient",0.656953549385071,0.148123733983198,NA
"FD002",1100,2,5,55,10,"bs.gradient",0.642243576049805,0.150322273136247,NA
"FD002",1300,2,5,55,10,"bs.gradient",0.63917487859726,0.153214921703285,NA
"FD002",1500,2,5,55,10,"bs.gradient",0.640673053264618,0.152467936000977,NA
"FD002",1700,2,5,55,10,"bs.gradient",0.66897931098938,0.151296966292553,NA
"FD002",1900,2,5,55,10,"bs.gradient",0.66318633556366,0.150965324961601,NA
"FD002",100,3,5,55,10,"bs.gradient",0.66956057548523,0.145642441413769,NA
"FD002",300,3,5,55,10,"bs.gradient",0.657375574111938,0.147818098882306,NA
"FD002",500,3,5,55,10,"bs.gradient",0.663666236400604,0.14735766720331,NA
"FD002",700,3,5,55,10,"bs.gradient",0.651679921150208,0.147323234792954,NA
"FD002",900,3,5,55,10,"bs.gradient",0.66790064573288,0.145330284036833,NA
"FD002",1100,3,5,55,10,"bs.gradient",0.656040048599243,0.149273195601793,NA
"FD002",1300,3,5,55,10,"bs.gradient",0.672225427627563,0.147304422140914,NA
"FD002",1500,3,5,55,10,"bs.gradient",0.666097605228424,0.146034356717265,NA
"FD002",1700,3,5,55,10,"bs.gradient",0.6562344789505,0.153043514071136,NA
"FD002",1900,3,5,55,10,"bs.gradient",0.658952069282532,0.143965829533237,NA
"FD002",100,4,5,55,10,"bs.gradient",0.650033640861511,0.144413849619421,NA
"FD002",300,4,5,55,10,"bs.gradient",0.631446158885956,0.150173543944534,NA
"FD002",500,4,5,55,10,"bs.gradient",0.663680481910706,0.144803604372273,NA
"FD002",700,4,5,55,10,"bs.gradient",0.65580598115921,0.146285495454315,NA
"FD002",900,4,5,55,10,"bs.gradient",0.672819375991821,0.146157667960034,NA
"FD002",1100,4,5,55,10,"bs.gradient",0.647973382472992,0.148745441781933,NA
"FD002",1300,4,5,55,10,"bs.gradient",0.656599068641663,0.143313619537982,NA
"FD002",1500,4,5,55,10,"bs.gradient",0.650896549224854,0.144903755281305,NA
"FD002",1700,4,5,55,10,"bs.gradient",0.660811460018158,0.145299159437848,NA
"FD002",1900,4,5,55,10,"bs.gradient",0.6675452709198,0.145103012930215,NA
"FD002",100,5,5,55,10,"bs.gradient",0.652282285690308,0.144794920589238,NA
"FD002",300,5,5,55,10,"bs.gradient",0.652259600162506,0.145972556826311,NA
"FD002",500,5,5,55,10,"bs.gradient",0.656504929065704,0.144757022031628,NA
"FD002",700,5,5,55,10,"bs.gradient",0.661918795108795,0.146070463400464,NA
"FD002",900,5,5,55,10,"bs.gradient",0.660869824886322,0.14243768055793,NA
"FD002",1100,5,5,55,10,"bs.gradient",0.638185477256775,0.146659359965779,NA
"FD002",1300,5,5,55,10,"bs.gradient",0.680067229270935,0.14730846688003,NA
"FD002",1500,5,5,55,10,"bs.gradient",0.681636917591095,0.142459092349617,NA
"FD002",1700,5,5,55,10,"bs.gradient",0.683345818519592,0.142541128374206,NA
"FD002",1900,5,5,55,10,"bs.gradient",0.646200585365295,0.150939202795321,NA
"FD002",100,6,5,55,10,"bs.gradient",0.653355383872986,0.143927158512749,NA
"FD002",300,6,5,55,10,"bs.gradient",0.662595343589783,0.142857523637876,NA
"FD002",500,6,5,55,10,"bs.gradient",0.671089911460876,0.14437969440092,NA
"FD002",700,6,5,55,10,"bs.gradient",0.646331238746643,0.143403300076331,NA
"FD002",900,6,5,55,10,"bs.gradient",0.674765706062317,0.14444161726442,NA
"FD002",1100,6,5,55,10,"bs.gradient",0.662978005409241,0.141602618739921,NA
"FD002",1300,6,5,55,10,"bs.gradient",0.663354420661926,0.144532276125242,NA
"FD002",1500,6,5,55,10,"bs.gradient",0.641259109973907,0.145093005425524,NA
"FD002",1700,6,5,55,10,"bs.gradient",0.643451929092407,0.145947181206412,NA
"FD002",1900,6,5,55,10,"bs.gradient",0.635737884044647,0.148774642541721,NA
"FD002",100,7,5,55,10,"bs.gradient",0.65139045715332,0.142210960868768,NA
"FD002",300,7,5,55,10,"bs.gradient",0.660239970684051,0.143947662137483,NA
"FD002",500,7,5,55,10,"bs.gradient",0.643708121776581,0.145771798937433,NA
"FD002",700,7,5,55,10,"bs.gradient",0.665760052204132,0.146631736143851,NA
"FD002",900,7,5,55,10,"bs.gradient",0.660320723056793,0.148904706782996,NA
"FD002",1100,7,5,55,10,"bs.gradient",0.645912551879883,0.143507961457736,NA
"FD002",1300,7,5,55,10,"bs.gradient",0.65182877779007,0.143829076006811,NA
"FD002",1500,7,5,55,10,"bs.gradient",0.647816443443298,0.149904073448019,NA
"FD002",1700,7,5,55,10,"bs.gradient",0.649179458618164,0.146403501071785,NA
"FD002",1900,7,5,55,10,"bs.gradient",0.674053704738617,0.143413422776419,NA
"FD002",100,8,5,55,10,"bs.gradient",0.649733817577362,0.145802300520833,NA
"FD002",300,8,5,55,10,"bs.gradient",0.642205095291138,0.147715580245349,NA
"FD002",500,8,5,55,10,"bs.gradient",0.650822687149048,0.147691772414714,NA
"FD002",700,8,5,55,10,"bs.gradient",0.647917222976685,0.14669199903129,NA
"FD002",900,8,5,55,10,"bs.gradient",0.679075264930725,0.13979913664001,NA
"FD002",1100,8,5,55,10,"bs.gradient",0.673611426353455,0.143499065714728,NA
"FD002",1300,8,5,55,10,"bs.gradient",0.651377522945404,0.146234901962504,NA
"FD002",1500,8,5,55,10,"bs.gradient",0.647817194461823,0.146041392382021,NA
"FD002",1700,8,5,55,10,"bs.gradient",0.655200183391571,0.151539513604818,NA
"FD002",1900,8,5,55,10,"bs.gradient",0.667393219470978,0.144149114034886,NA
"FD002",100,9,5,55,10,"bs.gradient",0.648836052417755,0.146556223305679,NA
"FD002",300,9,5,55,10,"bs.gradient",0.673480248451233,0.142796536389104,NA
"FD002",500,9,5,55,10,"bs.gradient",0.649117434024811,0.143410133467374,NA
"FD002",700,9,5,55,10,"bs.gradient",0.652316880226135,0.147494051341748,NA
"FD002",900,9,5,55,10,"bs.gradient",0.646794295310974,0.146279668210945,NA
"FD002",1100,9,5,55,10,"bs.gradient",0.658387362957001,0.148357102690862,NA
"FD002",1300,9,5,55,10,"bs.gradient",0.662007796764374,0.14197034097913,NA
"FD002",1500,9,5,55,10,"bs.gradient",0.645168769359589,0.145594404470643,NA
"FD002",1700,9,5,55,10,"bs.gradient",0.671553814411163,0.141464630298732,NA
"FD002",1900,9,5,55,10,"bs.gradient",0.67801411151886,0.13910041399241,NA
"FD002",100,10,5,55,10,"bs.gradient",0.656769061088562,0.144868671452732,NA
"FD002",300,10,5,55,10,"bs.gradient",0.672148132324219,0.141701931139557,NA
"FD002",500,10,5,55,10,"bs.gradient",0.652454721927643,0.145338179556594,NA
"FD002",700,10,5,55,10,"bs.gradient",0.667574560642242,0.141547186944228,NA
"FD002",900,10,5,55,10,"bs.gradient",0.666115999221802,0.142435217582502,NA
"FD002",1100,10,5,55,10,"bs.gradient",0.651333904266357,0.147118370379986,NA
"FD002",1300,10,5,55,10,"bs.gradient",0.674356293678284,0.141207449652827,NA
"FD002",1500,10,5,55,10,"bs.gradient",0.65037853717804,0.147236689874436,NA
"FD002",1700,10,5,55,10,"bs.gradient",0.657342958450317,0.143636675934832,NA
"FD002",1900,10,5,55,10,"bs.gradient",0.656564438343048,0.150753787636377,NA
"FD002",100,1,15,55,10,"bs.gradient",0.607059454917908,0.161702549287364,NA
"FD002",300,1,15,55,10,"bs.gradient",0.617344391345978,0.166361591971356,NA
"FD002",500,1,15,55,10,"bs.gradient",0.589267098903656,0.166124511812035,NA
"FD002",700,1,15,55,10,"bs.gradient",0.617101800441742,0.163576415297158,NA
