"data","ntree","mtry","nodesize","nodedepth","nsplit","splitrule","cindex","brier","auc"
"FD001",100,1,5,55,11,"logrankscore",0.705168616771698,0.155303911603934,NA
"FD001",300,1,5,55,11,"logrankscore",0.741315317153931,0.140158423420357,NA
"FD001",500,1,5,55,11,"logrankscore",0.735294187068939,0.141559460261284,NA
"FD001",700,1,5,55,11,"logrankscore",0.733076548576355,0.137859779219725,NA
"FD001",900,1,5,55,11,"logrankscore",0.721612524986267,0.140057445555949,NA
"FD001",1100,1,5,55,11,"logrankscore",0.718401348590851,0.145584225444278,NA
"FD001",1300,1,5,55,11,"logrankscore",0.71484295129776,0.133453239579412,NA
"FD001",1500,1,5,55,11,"logrankscore",0.724211359024048,0.135547494248228,NA
"FD001",1700,1,5,55,11,"logrankscore",0.720125901699066,0.13771753652172,NA
"FD001",1900,1,5,55,11,"logrankscore",0.744761872291565,0.138058707384383,NA
"FD001",100,2,5,55,11,"logrankscore",0.697155678272247,0.140675875118248,NA
"FD001",300,2,5,55,11,"logrankscore",0.715792536735535,0.144653973822205,NA
"FD001",500,2,5,55,11,"logrankscore",0.713821959495544,0.139524870629878,NA
"FD001",700,2,5,55,11,"logrankscore",0.728431284427643,0.137703771973484,NA
"FD001",900,2,5,55,11,"logrankscore",0.720710396766663,0.136481626304823,NA
"FD001",1100,2,5,55,11,"logrankscore",0.725576651096344,0.143985741198466,NA
"FD001",1300,2,5,55,11,"logrankscore",0.72251523733139,0.139733052156358,NA
"FD001",1500,2,5,55,11,"logrankscore",0.736435878276825,0.136063143005556,NA
"FD001",1700,2,5,55,11,"logrankscore",0.726901137828827,0.145970560643385,NA
"FD001",1900,2,5,55,11,"logrankscore",0.72892814874649,0.140225920534486,NA
"FD001",100,3,5,55,11,"logrankscore",0.720838332176209,0.142154703865951,NA
"FD001",300,3,5,55,11,"logrankscore",0.72183848619461,0.145962026871762,NA
"FD001",500,3,5,55,11,"logrankscore",0.739030969142914,0.140820763424123,NA
"FD001",700,3,5,55,11,"logrankscore",0.71981315612793,0.139806460173122,NA
"FD001",900,3,5,55,11,"logrankscore",0.736522352695465,0.136873927471542,NA
"FD001",1100,3,5,55,11,"logrankscore",0.73198424577713,0.138775133874809,NA
"FD001",1300,3,5,55,11,"logrankscore",0.743311429023743,0.139084517080118,NA
"FD001",1500,3,5,55,11,"logrankscore",0.714415538311005,0.14290995364322,NA
"FD001",1700,3,5,55,11,"logrankscore",0.698819196224213,0.14370383869603,NA
"FD001",1900,3,5,55,11,"logrankscore",0.742610359191895,0.140430067275702,NA
"FD001",100,4,5,55,11,"logrankscore",0.753621280193329,0.140122206989469,NA
"FD001",300,4,5,55,11,"logrankscore",0.713482463359833,0.14371698622279,NA
"FD001",500,4,5,55,11,"logrankscore",0.708651852607727,0.139359184790721,NA
"FD001",700,4,5,55,11,"logrankscore",0.709201455116272,0.138855924820534,NA
"FD001",900,4,5,55,11,"logrankscore",0.713403379917145,0.139015878106116,NA
"FD001",1100,4,5,55,11,"logrankscore",0.705279982089996,0.142996782039521,NA
"FD001",1300,4,5,55,11,"logrankscore",0.702393746376038,0.149599127656732,NA
"FD001",1500,4,5,55,11,"logrankscore",0.716466689109802,0.140148173328128,NA
"FD001",1700,4,5,55,11,"logrankscore",0.73712238073349,0.135936974418314,NA
"FD001",1900,4,5,55,11,"logrankscore",0.72504791021347,0.143395906708861,NA
"FD001",100,5,5,55,11,"logrankscore",0.723614180088043,0.140187495568871,NA
"FD001",300,5,5,55,11,"logrankscore",0.721564936637878,0.139113160600427,NA
"FD001",500,5,5,55,11,"logrankscore",0.702581489086151,0.140788448054597,NA
"FD001",700,5,5,55,11,"logrankscore",0.73558886051178,0.143694241409693,NA
"FD001",900,5,5,55,11,"logrankscore",0.742071485519409,0.135687692505294,NA
"FD001",1100,5,5,55,11,"logrankscore",0.728071689605713,0.136619434659511,NA
"FD001",1300,5,5,55,11,"logrankscore",0.701388144493103,0.14811105934222,NA
"FD001",1500,5,5,55,11,"logrankscore",0.711736214160919,0.141960614346848,NA
"FD001",1700,5,5,55,11,"logrankscore",0.713884735107422,0.139738597234226,NA
"FD001",1900,5,5,55,11,"logrankscore",0.703357779979706,0.143322056421758,NA
"FD001",100,6,5,55,11,"logrankscore",0.699924397468567,0.143685260497495,NA
"FD001",300,6,5,55,11,"logrankscore",0.713185977935791,0.142881936398787,NA
